order_id,order_date,month,region,category,segment,customer_id,units,unit_price,discount_pct,revenue,cost,profit,margin_pct,is_new_customer
ORD-1051,2025-01-09,1,East,Electronics,Regular,C0483,1,258.67,4.9,246,191.42,54.58,22.2,1
ORD-1052,2025-01-09,1,West,Apparel,Basic,C0121,2,35.76,12.9,62.29,39.34,22.95,36.8,1
ORD-1053,2025-01-09,1,East,Sports,Premium,C0316,6,143.65,1.3,850.7,517.14,333.56,39.2,1
ORD-1054,2025-01-09,1,North,Electronics,Regular,C0062,2,390.84,7.8,720.71,578.44,142.27,19.7,1
ORD-1055,2025-01-09,1,South,Electronics,Basic,C0481,1,288.61,9.8,260.33,213.57,46.76,18,1
ORD-1056,2025-01-10,1,North,Electronics,Basic,C0364,2,251.09,4.5,479.58,371.61,107.97,22.5,1
ORD-1057,2025-01-10,1,South,Electronics,Premium,C0737,7,492.02,5.1,3268.49,2548.66,719.83,22,1
ORD-1058,2025-01-10,1,North,Grocery,Regular,C0489,1,9.07,9.4,8.22,7.26,0.96,11.7,1
ORD-1059,2025-01-10,1,West,Home,Basic,C0387,3,153.79,4.4,441.07,286.05,155.02,35.1,1
ORD-1060,2025-01-10,1,North,Sports,Basic,C0091,3,58.06,6.2,163.38,104.51,58.87,36,1
ORD-1061,2025-01-11,1,East,Sports,Premium,C0759,4,156.96,3.9,603.35,376.7,226.65,37.6,1
ORD-1062,2025-01-11,1,West,Sports,Premium,C0555,5,142.91,0,714.55,428.73,285.82,40,1
ORD-1063,2025-01-11,1,South,Electronics,Premium,C0070,3,277.59,6.1,781.97,616.25,165.72,21.2,1
ORD-1064,2025-01-11,1,West,Apparel,Regular,C0425,3,119.6,8.2,329.38,197.34,132.04,40.1,1
ORD-1065,2025-01-11,1,West,Home,Basic,C0273,1,159.03,4.8,151.4,98.6,52.8,34.9,1
ORD-1066,2025-01-11,1,South,Apparel,Regular,C0395,3,139.42,15.1,355.1,230.04,125.06,35.2,1
ORD-1067,2025-01-11,1,East,Apparel,Basic,C0170,3,101.81,10.5,273.36,167.99,105.37,38.5,1
ORD-1068,2025-01-12,1,North,Apparel,Regular,C0593,4,47.05,12.9,163.92,103.51,60.41,36.9,1
ORD-1069,2025-01-12,1,East,Sports,Basic,C0480,2,165.54,4.5,316.18,198.65,117.53,37.2,1
ORD-1070,2025-01-12,1,East,Grocery,Basic,C0118,3,43.52,4,125.34,104.45,20.89,16.7,1
ORD-1071,2025-01-12,1,East,Grocery,Premium,C0082,2,63.8,3,123.77,102.08,21.69,17.5,1
ORD-1072,2025-01-12,1,West,Home,Regular,C0117,3,83.24,9.9,225,154.83,70.17,31.2,1
ORD-1073,2025-01-12,1,South,Sports,Premium,C0266,4,222.23,5.5,840.03,533.35,306.68,36.5,1
ORD-1074,2025-01-12,1,North,Sports,Basic,C0231,1,65.05,6.7,60.69,39.03,21.66,35.7,1
ORD-1075,2025-01-12,1,East,Electronics,Regular,C0105,1,264.11,10,237.7,195.44,42.26,17.8,1
ORD-1076,2025-01-13,1,West,Apparel,Basic,C0287,3,68.13,9,185.99,112.41,73.58,39.6,0
ORD-1077,2025-01-13,1,North,Electronics,Basic,C0101,1,271.43,5.6,256.23,200.86,55.37,21.6,1
ORD-1078,2025-01-13,1,West,Home,Premium,C0802,8,90.04,1.8,707.35,446.6,260.75,36.9,1
ORD-1079,2025-01-13,1,South,Apparel,Basic,C0571,2,101.17,17.4,167.13,111.29,55.84,33.4,1
ORD-1080,2025-01-14,1,East,Home,Premium,C0302,3,80.09,3.2,232.58,148.97,83.61,35.9,1
ORD-1081,2025-01-14,1,West,Electronics,Basic,C0837,2,168.44,9.8,303.87,249.29,54.58,18,1
ORD-1082,2025-01-14,1,South,Sports,Premium,C0808,6,90.18,7.6,499.96,324.65,175.31,35.1,1
ORD-1083,2025-01-14,1,West,Grocery,Basic,C0134,2,32.07,9.9,57.79,51.31,6.48,11.2,1
ORD-1084,2025-01-14,1,North,Home,Basic,C0305,1,44.96,7.4,41.63,27.88,13.75,33,1
ORD-1085,2025-01-14,1,North,Apparel,Regular,C0804,1,70.99,8.8,64.74,39.04,25.7,39.7,1
ORD-1086,2025-01-14,1,South,Sports,Regular,C0485,4,72.11,13,250.94,173.06,77.88,31,1
ORD-1087,2025-01-14,1,South,Home,Basic,C0151,3,142.46,13.6,369.26,264.98,104.28,28.2,1
ORD-1088,2025-01-15,1,East,Home,Basic,C0189,3,131.21,4.5,375.92,244.05,131.87,35.1,1
ORD-1089,2025-01-15,1,West,Electronics,Basic,C0519,3,190.02,4.9,542.13,421.84,120.29,22.2,1
ORD-1090,2025-01-15,1,North,Grocery,Basic,C0101,3,36.5,4,105.12,87.6,17.52,16.7,0
ORD-1091,2025-01-15,1,North,Home,Basic,C0715,3,117.66,7.2,327.57,218.85,108.72,33.2,1
ORD-1092,2025-01-16,1,South,Home,Regular,C0574,4,123.91,13,431.21,307.3,123.91,28.7,0
ORD-1093,2025-01-16,1,East,Electronics,Regular,C0412,2,300.02,4.1,575.44,444.03,131.41,22.8,1
ORD-1094,2025-01-16,1,West,Electronics,Basic,C0837,2,381.71,10,687.08,564.93,122.15,17.8,0
ORD-1095,2025-01-17,1,East,Grocery,Basic,C0559,2,54.39,6.5,101.71,87.02,14.69,14.4,1
ORD-1096,2025-01-17,1,North,Apparel,Basic,C0394,1,116.6,11.7,102.96,64.13,38.83,37.7,1
ORD-1097,2025-01-18,1,South,Electronics,Premium,C0149,6,568.17,4.8,3245.39,2522.67,722.72,22.3,1
ORD-1098,2025-01-18,1,South,Grocery,Basic,C0447,2,20.97,10,37.75,33.55,4.2,11.1,0
ORD-1099,2025-01-18,1,West,Grocery,Regular,C0870,4,37.52,8,138.07,120.06,18.01,13,1
ORD-1100,2025-01-18,1,West,Grocery,Premium,C0649,8,68.14,0,545.12,436.1,109.02,20,1
ORD-1101,2025-01-18,1,West,Electronics,Regular,C0475,4,379.49,5.9,1428.4,1123.29,305.11,21.4,1
ORD-1102,2025-01-19,1,South,Home,Basic,C0321,1,177.98,10.2,159.83,110.35,49.48,31,1
ORD-1103,2025-01-19,1,West,Electronics,Premium,C0437,7,370.02,1,2564.24,1916.7,647.54,25.3,1
ORD-1104,2025-01-19,1,South,Grocery,Basic,C0385,2,23.47,13.2,40.74,37.55,3.19,7.8,1
ORD-1105,2025-01-19,1,West,Apparel,Regular,C0475,4,129.39,11,460.63,284.66,175.97,38.2,0
ORD-1106,2025-01-20,1,South,Home,Regular,C0086,1,117.41,10,105.67,72.79,32.88,31.1,1
ORD-1107,2025-01-20,1,West,Electronics,Regular,C0429,1,451.38,8.9,411.21,334.02,77.19,18.8,1
ORD-1108,2025-01-20,1,West,Electronics,Basic,C0723,2,281.16,7.5,520.15,416.12,104.03,20,1
ORD-1109,2025-01-20,1,South,Home,Regular,C0339,2,162.14,11.9,285.69,201.05,84.64,29.6,1
ORD-1110,2025-01-20,1,South,Electronics,Basic,C0349,2,473.63,10.6,846.85,700.97,145.88,17.2,0
ORD-1111,2025-01-21,1,North,Electronics,Regular,C0593,3,408.26,7.1,1137.82,906.34,231.48,20.3,0
ORD-1112,2025-01-21,1,West,Grocery,Regular,C0712,4,18.51,4.6,70.63,59.23,11.4,16.1,1
ORD-1113,2025-01-21,1,North,Electronics,Basic,C0781,2,202.97,4.8,386.45,300.4,86.05,22.3,1
ORD-1114,2025-01-21,1,South,Electronics,Regular,C0361,2,253.14,14.1,434.89,374.65,60.24,13.9,1
ORD-1115,2025-01-21,1,South,Grocery,Premium,C0390,6,45.74,9,249.74,219.55,30.19,12.1,1
ORD-1116,2025-01-21,1,South,Grocery,Premium,C0407,8,27.08,8.4,198.44,173.31,25.13,12.7,1
ORD-1117,2025-01-21,1,East,Home,Regular,C0045,1,114.19,8.2,104.83,70.8,34.03,32.5,1
ORD-1118,2025-01-21,1,East,Apparel,Regular,C0461,2,56.35,7.5,104.25,61.99,42.26,40.5,1
ORD-1119,2025-01-21,1,East,Grocery,Basic,C0329,2,15.15,4.8,28.85,24.24,4.61,16,0
ORD-1120,2025-01-22,1,West,Electronics,Basic,C0375,2,184.63,4.5,352.64,273.25,79.39,22.5,1
ORD-1121,2025-01-22,1,South,Apparel,Regular,C0312,1,139.53,15.2,118.32,76.74,41.58,35.1,1
ORD-1122,2025-01-22,1,South,Grocery,Basic,C0669,3,16.7,14.5,42.84,40.08,2.76,6.4,1
ORD-1123,2025-01-22,1,West,Electronics,Basic,C0023,2,215.21,4.3,411.91,318.51,93.4,22.7,1
ORD-1124,2025-01-22,1,South,Electronics,Premium,C0266,4,318.27,5.9,1197.97,942.08,255.89,21.4,0
ORD-1125,2025-01-22,1,West,Electronics,Regular,C0791,2,400.29,7.2,742.94,592.43,150.51,20.3,1
ORD-1126,2025-01-23,1,West,Grocery,Basic,C0159,2,27.46,9.7,49.59,43.94,5.65,11.4,1
ORD-1127,2025-01-23,1,West,Electronics,Regular,C0639,3,232.15,8.8,635.16,515.37,119.79,18.9,1
ORD-1128,2025-01-23,1,East,Apparel,Basic,C0103,3,114.83,7.6,318.31,189.47,128.84,40.5,1
ORD-1129,2025-01-23,1,West,Electronics,Regular,C0821,2,422.13,7.8,778.41,624.75,153.66,19.7,1
ORD-1130,2025-01-24,1,North,Home,Regular,C0137,4,118.25,7.5,437.53,293.26,144.27,33,1
ORD-1131,2025-01-24,1,North,Home,Regular,C0683,4,136.99,4.2,524.95,339.74,185.21,35.3,1
ORD-1132,2025-01-24,1,South,Electronics,Basic,C0637,3,256.95,10.3,691.45,570.43,121.02,17.5,1
ORD-1133,2025-01-24,1,South,Sports,Premium,C0019,5,109.82,9.3,498.03,329.46,168.57,33.8,1
ORD-1134,2025-01-24,1,South,Grocery,Regular,C0110,3,36.22,11.1,96.6,86.93,9.67,10,1
ORD-1135,2025-01-25,1,North,Home,Premium,C0862,7,128.4,4.5,858.35,557.26,301.09,35.1,1
ORD-1136,2025-01-25,1,East,Apparel,Regular,C0377,4,37.9,12.2,133.1,83.38,49.72,37.4,1
ORD-1137,2025-01-25,1,North,Sports,Regular,C0551,3,117.91,8.5,323.66,212.24,111.42,34.4,1
ORD-1138,2025-01-25,1,South,Apparel,Regular,C0784,4,92.81,15.8,312.58,204.18,108.4,34.7,1
ORD-1139,2025-01-25,1,South,Sports,Basic,C0735,2,110.47,12.9,192.44,132.56,59.88,31.1,1
ORD-1140,2025-01-25,1,West,Grocery,Basic,C0138,2,34.92,8.2,64.11,55.87,8.24,12.9,1
ORD-1141,2025-01-25,1,South,Apparel,Basic,C0693,2,128.32,12.5,224.56,141.15,83.41,37.1,1
ORD-1142,2025-01-26,1,North,Electronics,Basic,C0542,3,304.83,4.4,874.25,676.72,197.53,22.6,1
ORD-1143,2025-01-26,1,South,Apparel,Premium,C0803,8,75.36,8.7,550.43,331.58,218.85,39.8,1
ORD-1144,2025-01-26,1,South,Grocery,Premium,C0808,8,62.26,6.8,464.21,398.46,65.75,14.2,0
ORD-1145,2025-01-26,1,South,Sports,Basic,C0700,2,74.92,13.8,129.16,89.9,39.26,30.4,1
ORD-1146,2025-01-26,1,North,Apparel,Basic,C0471,2,98.97,10.7,176.76,108.87,67.89,38.4,1
ORD-1147,2025-01-27,1,East,Apparel,Regular,C0208,1,124.89,10.9,111.28,68.69,42.59,38.3,1
ORD-1148,2025-01-27,1,East,Apparel,Basic,C0710,2,109.93,11.4,194.8,120.92,73.88,37.9,1
ORD-1149,2025-01-27,1,West,Apparel,Regular,C0712,3,46.65,9.3,126.93,76.97,49.96,39.4,0
ORD-1150,2025-01-27,1,South,Grocery,Basic,C0311,1,24.9,10.3,22.34,19.92,2.42,10.8,1
ORD-1151,2025-01-28,1,West,Grocery,Premium,C0156,8,22.65,0,181.2,144.96,36.24,20,1
ORD-1152,2025-01-28,1,North,Grocery,Premium,C0232,8,58.94,1.7,463.5,377.22,86.28,18.6,1
ORD-1153,2025-01-28,1,North,Apparel,Regular,C0580,1,40.75,7.4,37.73,22.41,15.32,40.6,1
ORD-1154,2025-01-29,1,West,Home,Regular,C0193,4,72.06,9.4,261.15,178.71,82.44,31.6,1
ORD-1155,2025-01-29,1,West,Apparel,Regular,C0256,3,63.78,11.8,168.76,105.24,63.52,37.6,1
ORD-1156,2025-01-29,1,East,Apparel,Regular,C0362,2,118.83,7.7,219.36,130.71,88.65,40.4,1
ORD-1157,2025-01-30,1,West,Sports,Basic,C0217,1,56.92,6.9,52.99,34.15,18.84,35.6,1
ORD-1158,2025-01-30,1,East,Home,Basic,C0235,1,60.53,5.1,57.44,37.53,19.91,34.7,1
ORD-1159,2025-01-30,1,South,Apparel,Regular,C0696,2,87.04,12.4,152.49,95.74,56.75,37.2,1
ORD-1160,2025-01-30,1,East,Home,Premium,C0759,7,237.55,3.3,1607.98,1030.97,577.01,35.9,0
ORD-1161,2025-01-30,1,West,Home,Basic,C0355,1,166.87,6.2,156.52,103.46,53.06,33.9,1
ORD-1162,2025-01-31,1,North,Apparel,Basic,C0029,3,89.23,12.2,235.03,147.23,87.8,37.4,1
ORD-1163,2025-01-31,1,South,Electronics,Basic,C0811,3,291.82,13.2,759.9,647.84,112.06,14.7,1
ORD-1164,2025-01-31,1,South,Sports,Basic,C0057,3,81.01,13.9,209.25,145.82,63.43,30.3,1
ORD-1165,2025-01-31,1,East,Grocery,Basic,C0750,3,45.74,5.7,129.4,109.78,19.62,15.2,1
ORD-1166,2025-02-01,2,East,Electronics,Regular,C0430,3,505.63,5,1441.05,1122.5,318.55,22.1,0
ORD-1167,2025-02-01,2,East,Apparel,Regular,C0510,1,118.06,11.4,104.6,64.93,39.67,37.9,1
ORD-1168,2025-02-01,2,North,Grocery,Regular,C0464,4,44.1,4.8,167.93,141.12,26.81,16,1
ORD-1169,2025-02-01,2,West,Electronics,Regular,C0870,3,254.48,5.5,721.45,564.95,156.5,21.7,0
ORD-1170,2025-02-01,2,West,Apparel,Regular,C0854,1,121,9.6,109.38,66.55,42.83,39.2,1
ORD-1171,2025-02-01,2,North,Sports,Regular,C0142,1,68.19,7.9,62.8,40.91,21.89,34.9,1
ORD-1172,2025-02-01,2,East,Grocery,Premium,C0344,6,76,2.8,443.23,364.8,78.43,17.7,1
ORD-1173,2025-02-01,2,West,Electronics,Premium,C0568,3,542.87,4,1563.47,1205.17,358.3,22.9,1
ORD-1174,2025-02-01,2,East,Home,Regular,C0461,4,142.5,10.4,510.72,353.4,157.32,30.8,0
ORD-1175,2025-02-02,2,West,Grocery,Basic,C0482,2,22.36,10.5,40.02,35.78,4.24,10.6,1
ORD-1176,2025-02-02,2,South,Home,Regular,C0523,4,192.91,14.9,656.67,478.42,178.25,27.1,0
ORD-1177,2025-02-02,2,North,Sports,Regular,C0035,2,150.87,4.9,286.95,181.04,105.91,36.9,1
ORD-1178,2025-02-02,2,North,Sports,Premium,C0453,6,211.87,3.7,1224.18,762.73,461.45,37.7,1
ORD-1179,2025-02-02,2,West,Electronics,Regular,C0322,1,416.18,6.4,389.54,307.97,81.57,20.9,1
ORD-1180,2025-02-02,2,North,Electronics,Regular,C0692,2,450.93,8.1,828.81,667.38,161.43,19.5,1
ORD-1181,2025-02-02,2,West,Grocery,Basic,C0842,2,20.7,10.4,37.09,33.12,3.97,10.7,1
ORD-1182,2025-02-02,2,North,Home,Regular,C0233,3,183.15,10.6,491.21,340.66,150.55,30.6,1
ORD-1183,2025-02-03,2,South,Electronics,Basic,C0711,2,416.58,10.2,748.18,616.54,131.64,17.6,1
ORD-1184,2025-02-03,2,South,Sports,Basic,C0681,2,76.57,12,134.76,91.88,42.88,31.8,1
ORD-1185,2025-02-03,2,West,Apparel,Regular,C0513,4,64.38,9.9,232.03,141.64,90.39,39,1
ORD-1186,2025-02-03,2,North,Home,Premium,C0861,2,294.61,1.4,580.97,365.32,215.65,37.1,1
ORD-1187,2025-02-03,2,South,Sports,Regular,C0312,3,102.07,11.6,270.69,183.73,86.96,32.1,0
ORD-1188,2025-02-03,2,North,Home,Regular,C0828,2,101.11,8.8,184.42,125.38,59.04,32,1
ORD-1189,2025-02-03,2,South,Apparel,Basic,C0807,1,105.01,17.3,86.84,57.76,29.08,33.5,1
ORD-1190,2025-02-03,2,West,Apparel,Basic,C0507,1,83.11,12.4,72.8,45.71,27.09,37.2,1
ORD-1191,2025-02-04,2,East,Sports,Basic,C0332,1,69.78,9.2,63.36,41.87,21.49,33.9,1
ORD-1192,2025-02-04,2,East,Apparel,Regular,C0899,4,132.95,13.3,461.07,292.49,168.58,36.6,0
ORD-1193,2025-02-04,2,North,Sports,Premium,C0518,2,230.71,0.4,459.57,276.85,182.72,39.8,1
ORD-1194,2025-02-04,2,West,Electronics,Premium,C0818,6,386.31,0.1,2315.54,1715.22,600.32,25.9,1
ORD-1195,2025-02-04,2,West,Home,Basic,C0530,1,47.31,10.3,42.44,29.33,13.11,30.9,1
ORD-1196,2025-02-04,2,West,Home,Regular,C0414,4,121.67,10,438.01,301.74,136.27,31.1,1
ORD-1197,2025-02-04,2,South,Apparel,Regular,C0399,2,36.67,19,59.41,40.34,19.07,32.1,1
ORD-1198,2025-02-04,2,North,Electronics,Regular,C0563,4,388.1,7.9,1429.76,1148.78,280.98,19.7,1
ORD-1199,2025-02-05,2,East,Grocery,Basic,C0547,2,23.2,5,44.08,37.12,6.96,15.8,1
ORD-1200,2025-02-05,2,South,Electronics,Basic,C0020,3,166.53,11.8,440.64,369.7,70.94,16.1,1
ORD-1201,2025-02-05,2,South,Electronics,Regular,C0067,4,310.23,14.5,1060.99,918.28,142.71,13.5,1
ORD-1202,2025-02-05,2,South,Electronics,Basic,C0656,2,419.41,13.8,723.06,620.73,102.33,14.2,0
ORD-1203,2025-02-05,2,North,Apparel,Premium,C0232,2,185.66,9.5,336.04,204.23,131.81,39.2,0
ORD-1204,2025-02-05,2,West,Home,Premium,C0522,2,187.51,0.6,372.77,232.51,140.26,37.6,1
ORD-1205,2025-02-06,2,North,Apparel,Basic,C0733,3,38.74,14.7,99.14,63.92,35.22,35.5,1
ORD-1206,2025-02-06,2,North,Home,Regular,C0440,4,90.27,7.4,334.36,223.87,110.49,33,1
ORD-1207,2025-02-06,2,West,Electronics,Regular,C0096,1,429.17,6.3,402.13,317.59,84.54,21,1
ORD-1208,2025-02-06,2,West,Apparel,Regular,C0122,3,56.45,8.8,154.45,93.14,61.31,39.7,1
ORD-1209,2025-02-06,2,East,Sports,Basic,C0267,1,99.6,7.3,92.33,59.76,32.57,35.3,1
ORD-1210,2025-02-06,2,West,Electronics,Regular,C0897,3,515.16,9.9,1392.48,1143.66,248.82,17.9,0
ORD-1211,2025-02-06,2,North,Sports,Basic,C0730,3,114.39,7.9,316.06,205.9,110.16,34.9,1
ORD-1212,2025-02-06,2,South,Sports,Basic,C0647,3,140.24,10.7,375.7,252.43,123.27,32.8,1
ORD-1213,2025-02-06,2,South,Grocery,Basic,C0539,1,28.95,9.7,26.14,23.16,2.98,11.4,1
ORD-1214,2025-02-07,2,East,Grocery,Premium,C0496,4,37.25,1.4,146.91,119.2,27.71,18.9,1
ORD-1215,2025-02-07,2,West,Electronics,Premium,C0756,4,474.43,4.3,1816.12,1404.31,411.81,22.7,1
ORD-1216,2025-02-07,2,West,Sports,Regular,C0475,4,160.74,8.4,588.95,385.78,203.17,34.5,0
ORD-1217,2025-02-07,2,West,Home,Premium,C0156,2,108.16,3.2,209.4,134.12,75.28,36,0
ORD-1218,2025-02-07,2,East,Sports,Regular,C0221,4,63.49,10,228.56,152.38,76.18,33.3,1
ORD-1219,2025-02-07,2,West,Grocery,Premium,C0660,2,54.73,0.7,108.69,87.57,21.12,19.4,1
ORD-1220,2025-02-07,2,South,Grocery,Premium,C0053,2,20.09,8.7,36.68,32.14,4.54,12.4,1
ORD-1221,2025-02-07,2,North,Grocery,Basic,C0222,1,24.83,6.4,23.24,19.86,3.38,14.5,1
ORD-1222,2025-02-08,2,North,Grocery,Premium,C0874,8,47.48,4.7,361.99,303.87,58.12,16.1,1
ORD-1223,2025-02-08,2,North,Home,Basic,C0305,1,158.91,5.6,150.01,98.52,51.49,34.3,0
ORD-1224,2025-02-08,2,East,Sports,Basic,C0111,2,74.3,7.6,137.31,89.16,48.15,35.1,1
ORD-1225,2025-02-08,2,North,Home,Regular,C0097,4,138.23,5.7,521.4,342.81,178.59,34.3,1
ORD-1226,2025-02-08,2,South,Electronics,Basic,C0807,3,244.72,15.1,623.3,543.28,80.02,12.8,0
ORD-1227,2025-02-08,2,South,Grocery,Regular,C0395,4,30.84,10.1,110.9,98.69,12.21,11,0
ORD-1228,2025-02-08,2,South,Grocery,Premium,C0744,4,30.56,8.8,111.48,97.79,13.69,12.3,1
ORD-1229,2025-02-09,2,East,Home,Basic,C0044,3,105.22,8.5,288.83,195.71,93.12,32.2,1
ORD-1230,2025-02-09,2,West,Apparel,Premium,C0778,7,63.66,4.4,426.01,245.09,180.92,42.5,1
ORD-1231,2025-02-09,2,South,Apparel,Basic,C0811,2,52.88,18.5,86.19,58.17,28.02,32.5,0
ORD-1232,2025-02-09,2,South,Electronics,Regular,C0560,4,489.54,14.6,1672.27,1449.04,223.23,13.3,1
ORD-1233,2025-02-09,2,East,Home,Regular,C0648,2,161.72,8,297.56,200.53,97.03,32.6,1
ORD-1234,2025-02-09,2,West,Apparel,Basic,C0359,2,99.35,10.2,178.43,109.28,69.15,38.8,1
ORD-1235,2025-02-09,2,West,Sports,Regular,C0848,4,42.16,5.8,158.86,101.18,57.68,36.3,1
ORD-1236,2025-02-09,2,North,Apparel,Basic,C0078,3,93.07,9.1,253.8,153.57,100.23,39.5,1
ORD-1237,2025-02-09,2,South,Sports,Regular,C0278,4,152.09,10.9,542.05,365.02,177.03,32.7,1
ORD-1238,2025-02-09,2,North,Home,Basic,C0225,1,123.25,7.8,113.64,76.42,37.22,32.8,1
